date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:29:46	195446/195446	---M--	200	added ('OK')	image/png	etag:%2220b839c6-2fb76-531618e0b3b7a%22	http://www.msit.in/ckeditor_assets/pictures/138/content_adalab.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/138/content_adalab.png	(from http://www.msit.in/pages/4)
17:30:00	111481/111481	---M--	200	added ('OK')	image/png	etag:%22f26dfb3-1b379-539f777d841c2%22	http://www.msit.in/ckeditor_assets/pictures/189/content_1.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/189/content_1.png	(from http://www.msit.in/pages/4)
17:30:04	123003/123003	---M--	200	added ('OK')	image/png	etag:%221128dceb-1e07b-539f7b1a3e0b7%22	http://www.msit.in/ckeditor_assets/pictures/190/content_2.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/190/content_2.png	(from http://www.msit.in/pages/4)
17:30:05	186635/186635	---M--	200	added ('OK')	image/png	etag:%22c0597d5-2d90b-53bf16b45760d%22	http://www.msit.in/ckeditor_assets/pictures/212/content_screen_shot_2016-09-08_at_2_36_51_am_copy.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/212/content_screen_shot_2016-09-08_at_2_36_51_am_copy.png	(from http://www.msit.in/pages/4)
17:30:08	137786/137786	---M--	200	added ('OK')	image/png	etag:%221217d163-21a3a-539f7c8e45dd1%22	http://www.msit.in/ckeditor_assets/pictures/191/content_3.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/191/content_3.png	(from http://www.msit.in/pages/4)
17:30:17	106526/106526	---M--	200	added ('OK')	image/png	etag:%22132a5aa7-1a01e-539f7c9c8e140%22	http://www.msit.in/ckeditor_assets/pictures/192/content_4.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/192/content_4.png	(from http://www.msit.in/pages/4)
17:30:25	125894/125894	---M--	200	added ('OK')	image/png	etag:%221412e9a6-1ebc6-539f7cac4dc70%22	http://www.msit.in/ckeditor_assets/pictures/193/content_5.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/193/content_5.png	(from http://www.msit.in/pages/4)
17:30:25	119984/119984	---M--	200	added ('OK')	image/png	etag:%2215175997-1d4b0-539f7cd3997e9%22	http://www.msit.in/ckeditor_assets/pictures/194/content_6.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/194/content_6.png	(from http://www.msit.in/pages/4)
17:30:27	121206/121206	---M--	200	added ('OK')	image/png	etag:%22162486ea-1d976-539f7cfc30c04%22	http://www.msit.in/ckeditor_assets/pictures/195/content_7.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/195/content_7.png	(from http://www.msit.in/pages/4)
17:30:29	4063/4063	---M--	200	added ('OK')	image/jpeg	etag:%222db5187d-fdf-52e3e0a9b6d2b%22	http://www.msit.in/ckeditor_assets/pictures/100/content_spsingh.jpg	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/100/content_spsingh.jpg	(from http://www.msit.in/pages/39)
17:30:35	33165/33165	---M--	200	added ('OK')	image/jpeg	etag:%2225c0881e-818d-532d2f2ce4334%22	http://www.msit.in/ckeditor_assets/pictures/145/content_photo_of_kaptan_singh.jpg	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/145/content_photo_of_kaptan_singh.jpg	(from http://www.msit.in/pages/39)
17:30:36	6250/6250	---M--	200	added ('OK')	image/jpeg	etag:%221924129d-186a-5346cbb181d10%22	http://www.msit.in/ckeditor_assets/pictures/152/content_jsdalal.jpg	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/152/content_jsdalal.jpg	(from http://www.msit.in/pages/39)
17:30:42	155100/155100	---M--	200	added ('OK')	image/png	etag:%2217118418-25ddc-539f7d096d63e%22	http://www.msit.in/ckeditor_assets/pictures/196/content_8.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/196/content_8.png	(from http://www.msit.in/pages/4)
17:31:00	216318/216318	---M--	200	added ('OK')	image/png	etag:%22263bcca3-34cfe-532e7ea474ebf%22	http://www.msit.in/ckeditor_assets/pictures/146/content_msit1.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/146/content_msit1.png	(from http://www.msit.in/pages/4)
17:31:00	107940/107940	---M--	200	added ('OK')	image/jpeg	etag:%22120b60de-1a5a4-52e04030b751a%22	http://www.msit.in/ckeditor_assets/pictures/97/content_sandeepjaglan.jpg	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/97/content_sandeepjaglan.jpg	(from http://www.msit.in/pages/6)
17:31:02	243216/243216	---M--	200	added ('OK')	image/png	etag:%22270e2f39-3b610-532e7ef7cb6dd%22	http://www.msit.in/ckeditor_assets/pictures/147/content_msit.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/147/content_msit.png	(from http://www.msit.in/pages/4)
17:31:04	22984/22984	---M--	200	added ('OK')	image/jpeg	etag:%221c946ffa-59c8-53160e4eca053%22	http://www.msit.in/ckeditor_assets/pictures/121/content_sitender.jpg	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/121/content_sitender.jpg	(from http://www.msit.in/pages/8)
17:31:05	182790/182790	---M--	200	added ('OK')	image/png	etag:%2271816c1-2ca06-533f387bcf95b%22	http://www.msit.in/ckeditor_assets/pictures/151/content_screenshot_from_2016-05-29_09_54_58.png	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/151/content_screenshot_from_2016-05-29_09_54_58.png	(from http://www.msit.in/pages/39)
17:31:08	38971/38971	---M--	200	added ('OK')	image/jpeg	etag:%22100adba8-983b-532e7fadb160d%22	http://www.msit.in/ckeditor_assets/pictures/148/content_y_arya.jpg	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/pictures/148/content_y_arya.jpg	(from http://www.msit.in/pages/9)
17:31:13	140223/140223	---MCZ	200	added ('OK')	application/pdf	etag:%2210000b1-223bf-53963aa3327c6%22	http://www.msit.in/ckeditor_assets/attachments/178/it_m_time_table_website.pdf	C:/Downloads/MSIT/MSIT/www.msit.in/ckeditor_assets/attachments/178/it_m_time_table_website.pdf	(from http://www.msit.in/pages/13)
